Hsp60C CG31740 1.0 58
l(1)1Bi l(2)34Fd 0.65858 95
l(1)1Bi CG5589 0.6548652 97
l(1)1Bi CG9253 0.65311086 97
l(1)1Bi Dbp45A 0.6530169 97
l(1)1Bi l(2)35Df 0.65027475 95
CG31287 CG6040 0.64998907 10
l(1)1Bi CG3735 0.64188856 98
l(1)1Bi Sas10 0.6396673 98
l(1)1Bi dbe 0.6393339 98
l(1)1Bi CG7275 0.6387235 98
l(1)1Bi l(1)G0004 0.6374742 98
l(1)1Bi CG4866 0.6357304 98
l(1)1Bi Fib 0.6256288 97
l(1)1Bi Rtc1 0.6219125 97
l(1)1Bi CG3527 0.61987096 97
l(1)1Bi kz 0.6169191 98
l(1)1Bi CG10909 0.61544335 91
l(1)1Bi l(1)G0020 0.61304694 99
l(1)1Bi CG13096 0.6093575 99
l(1)1Bi CG11920 0.6067725 99
l(1)1Bi CG7338 0.60563976 99
nop5 l(1)1Bi 0.60448176 99
l(1)1Bi CG2875 0.60401744 99
l(1)1Bi CG5728 0.60370094 99
l(1)1Bi CG7728 0.6035661 99
l(1)1Bi CG13097 0.60332274 99
l(1)1Bi bys 0.6032663 99
l(1)1Bi CG8064 0.6031485 99
l(1)1Bi CG1671 0.6031034 99
l(1)1Bi CG9799 0.6030101 99
l(1)1Bi CG12301 0.6029662 99
l(1)1Bi l(3)07882 0.6029412 99
l(1)1Bi Nop56 0.60283726 99
l(1)1Bi wcd 0.6026417 99
l(1)1Bi CG12325 0.6025112 99
l(1)1Bi CG30349 0.6025001 99
l(1)1Bi CG2260 0.6020196 99
l(1)1Bi l(3)72Dn 0.60197234 99
l(1)1Bi l(2)k09022 0.60141104 99
CG3610 CG10317 0.60132504 13
l(1)1Bi CG33506 0.60132045 98
l(1)1Bi CG7246 0.6011678 99
l(1)1Bi CG12050 0.6011494 99
l(1)1Bi CG3071 0.60040534 99
l(1)1Bi CG2972 0.595655 97
l(1)1Bi Mat89Ba 0.5945665 100
l(1)1Bi U3-55K 0.59390944 98
l(1)1Bi CG4554 0.5900507 98
CG9107 l(1)1Bi 0.589054 95
l(1)1Bi CG1789 0.5886896 95
CG3610 CG14891 0.5884694 13
l(1)1Bi hoip 0.58737355 95
l(1)1Bi Bka 0.5526034 93
l(1)1Bi RpS9 0.53581965 92
CG3610 CG6040 0.5357325 11
CG10317 CG14891 0.5264358 14
l(1)1Bi RpS8 0.51937103 91
CG31287 CG3610 0.51684904 11
Mst89B CG14891 0.5078112 17
l(1)1Bi RpS13 0.50462914 90
l(1)1Bi RpS16 0.5035737 90
CG31287 CG10317 0.4850653 12
CG31287 CG14891 0.4631995 12
CG6040 CG14891 0.46204266 12
CG14879 Pex23 0.4603332 3
CG10317 CG6040 0.4581212 12
Mst89B CG3610 0.42509946 16
Mst89B CG10317 0.3887962 17
CG31287 CG14879 0.3645924 7
CG14879 CG6040 0.3623437 7
Mst89B CG6040 0.3374762 15
CG31287 Mst89B 0.32554203 15
CG14879 CG3610 0.3067201 8
CG14879 CG10317 0.27157205 9
CG31287 Pex23 0.18368237 6
Pex23 CG6040 0.17749642 6
Pex23 CG3610 0.15327287 7
Pex23 CG10317 0.1369361 8
Pex23 CG14891 0.1334918 8
CG14879 CG14891 0.11706778 9
CG4836 CG6040 0.08601611 40
CG10317 CG4836 0.08441366 42
CG14879 Mst89B 0.082764275 12
Mst33A CG10317 0.081577554 33
CG31287 CG4836 0.081045836 40
Mst89B CG4836 0.07880779 45
CG3610 CG4836 0.063167825 41
CG12861 Mst89B 0.061444618 42
CG4836 CG14891 0.06128521 42
Mst33A CG3610 0.058013126 32
Mst33A CG14891 0.056225765 33
CG10317 Mst84Da 0.049106464 36
CG31740 CG10317 0.048684284 36
CG10317 SIP2 0.04829822 36
Hsp60C CG10317 0.04784509 36
Mst89B SIP2 0.047647364 39
betaTub85D CG10317 0.047337934 36
CG17376 CG10317 0.045918014 37
CG10317 S-Lap1 0.045913704 37
CG18662 CG10317 0.045641053 38
CG31948 CG10317 0.045539465 38
CG13245 CG10317 0.045137275 38
Mst89B CG31948 0.045134358 41
CG17377 CG10317 0.045091942 38
CG5089 CG10317 0.044996325 38
CG2127 CG10317 0.044941682 38
CG10317 CG14926 0.04488179 38
CG10317 Mst77F 0.044861663 38
CG10317 CG4691 0.04482682 38
CG10317 S-Lap4 0.044798635 38
CG5089 Mst89B 0.044772483 41
Mst89B CG14926 0.044766024 41
CG1394 CG10317 0.044764895 38
CG8701 CG10317 0.044752665 38
Mst98Ca CG10317 0.044663817 38
CG2127 Mst89B 0.04462407 41
Mst89B CG4691 0.044603653 41
CG10317 ocn 0.04445787 38
CG9920 CG10317 0.044373233 38
CG18662 Mst89B 0.044327453 41
CG8701 Mst89B 0.04430781 41
CG10317 CG15219 0.044297755 38
S-Lap8 CG10317 0.04427932 38
CG14879 CG4836 0.044223994 37
CG10317 CG12699 0.04419575 38
CG10317 CG33340 0.04418406 38
CG10317 CG10252 0.044110287 38
Mst89B S-Lap4 0.044102255 41
CG10317 S-Lap7 0.04400345 38
loopin-1 CG10317 0.043960713 38
Mst89B CG13245 0.043929845 41
CG17377 Mst89B 0.043909084 41
Mst89B CG12699 0.043792445 41
CG1394 Mst89B 0.043746926 41
Mst89B CG15219 0.04370434 41
Mst89B Mst77F 0.04365161 41
Mst89B ocn 0.043305516 41
CG12861 CG3610 0.04329354 38
Mst89B CG10252 0.043223448 41
Mst89B S-Lap7 0.043139353 41
Mst89B loopin-1 0.04297976 41
Mst89B CG33340 0.042872693 41
Mst89B CG9920 0.04252678 41
S-Lap8 Mst89B 0.0421189 41
CG12861 CG14891 0.041987363 39
Mst98Ca Mst89B 0.039856233 41
Mst33A Pex23 0.030020768 27
CG14879 Mst33A 0.02910179 28
Hsp60C CG3610 0.027367441 35
CG3610 Mst84Da 0.0272932 35
CG31740 CG3610 0.026958123 35
betaTub85D CG3610 0.026852414 35
CG3610 SIP2 0.02684892 35
Hsp60C CG14891 0.026755348 36
CG14891 Mst84Da 0.02668681 36
Mst33A Mst89B 0.026513068 36
CG31740 CG14891 0.026376223 36
SIP2 CG14891 0.02626423 36
betaTub85D CG14891 0.026264071 36
Mst33A CG6040 0.026219316 31
CG31287 Mst33A 0.025882928 31
Hsp60C Mst89B 0.025737347 39
CG3610 S-Lap1 0.025685666 36
Mst89B Mst84Da 0.025684914 39
CG17376 CG3610 0.025503587 36
Mst89B CG31740 0.025443088 39
CG18662 CG3610 0.025363863 37
CG31948 CG3610 0.025307942 37
betaTub85D Mst89B 0.025305942 39
CG14891 S-Lap1 0.025150038 37
CG3610 CG13245 0.025122922 37
CG17377 CG3610 0.025061976 37
CG2127 CG3610 0.02505072 37
CG5089 CG3610 0.02503331 37
CG3610 CG14926 0.024993978 37
CG3610 Mst77F 0.02498289 37
CG17376 CG14891 0.024977537 37
CG3610 CG4691 0.024963696 37
CG3610 CG15219 0.024946738 37
CG1394 CG3610 0.024870252 37
CG3610 CG9920 0.02484411 37
CG8701 CG3610 0.02483964 37
CG18662 CG14891 0.024839351 38
Mst98Ca CG3610 0.024838397 37
CG3610 S-Lap4 0.024829693 37
CG31948 CG14891 0.024786757 38
CG3610 ocn 0.024760514 37
S-Lap8 CG3610 0.024685437 37
CG3610 CG12699 0.02461537 37
CG3610 loopin-1 0.02461361 37
CG13245 CG14891 0.024609763 38
CG3610 CG10252 0.0245922 37
CG3610 S-Lap7 0.024591176 37
CG17377 CG14891 0.02455026 38
CG2127 CG14891 0.024543 38
CG5089 CG14891 0.024523769 38
CG14926 CG14891 0.02448753 38
Mst77F CG14891 0.024476888 38
CG3610 CG33340 0.02446878 37
CG4691 CG14891 0.02445846 38
CG14891 CG15219 0.024442185 38
CG1394 CG14891 0.024365755 38
CG9920 CG14891 0.02434465 38
CG8701 CG14891 0.024339365 38
Mst98Ca CG14891 0.024336679 38
CG14891 S-Lap4 0.02433521 38
Mst89B S-Lap1 0.024324527 40
ocn CG14891 0.024262896 38
S-Lap8 CG14891 0.02419227 38
CG17376 Mst89B 0.024177304 40
loopin-1 CG14891 0.02412761 38
CG12699 CG14891 0.024127387 38
S-Lap7 CG14891 0.024104143 38
CG10252 CG14891 0.024102716 38
CG33340 CG14891 0.023980765 38
CG12861 CG10317 0.022530945 39
Pex23 CG4836 0.022441851 36
CG12861 CG6040 0.019131284 37
l(1)1Bi Mst89B 0.018575381 49
CG31287 CG12861 0.016118862 37
Aatf Mst89B 0.014960309 60
RpI135 Mst89B 0.014702122 62
Mst89B CG10909 0.014374687 62
CG8545 Mst89B 0.014335115 63
Mst89B RpS16 0.014330989 61
Mst89B RpS13 0.014175191 61
Mst89B RpS8 0.014156321 62
Mst89B pit 0.014077194 63
CG9246 Mst89B 0.0138211455 65
Mst89B RpS9 0.013785281 63
Mst89B CG5033 0.013554545 65
Mst89B Bka 0.013495512 64
Mst89B l(2)34Fd 0.013455203 66
Mst89B l(2)35Df 0.01335286 66
CG9107 Mst89B 0.013293685 66
CG33506 Mst89B 0.013085252 69
Mst89B CG1789 0.013009023 66
Mst89B hoip 0.012966685 66
CG4554 Mst89B 0.012808256 69
Mst89B CG2972 0.012779201 68
Mst89B CG3527 0.012767757 68
Mst89B CG5589 0.01275432 68
Mst89B Fib 0.012731631 68
Mst89B CG3735 0.012721784 69
Mst89B Dbp45A 0.01271532 68
Mst89B CG9253 0.01271214 68
Mst89B kz 0.012661046 69
Mst89B Rtc1 0.01264161 68
Mst89B CG13096 0.012565763 70
CG4866 Mst89B 0.012522062 69
U3-55K Mst89B 0.012522039 69
Mst89B l(1)G0004 0.012507165 69
Mst89B CG7275 0.012498255 69
Mst89B Sas10 0.012478909 69
Mst89B dbe 0.012476638 69
Mst89B l(1)G0020 0.012455408 70
Mst89B CG7338 0.012371299 70
Mst89B CG12050 0.012328683 70
CG2260 Mst89B 0.01231485 70
Mst89B CG7246 0.01230583 70
Mst89B CG3071 0.012305621 70
Mst89B CG12301 0.012305277 70
Mst89B CG2875 0.012299762 70
CG11920 Mst89B 0.012299547 70
CG30349 Mst89B 0.012294067 70
Mst89B bys 0.012280079 70
Mst89B CG8064 0.0122777475 70
Mst89B wcd 0.012277564 70
Mst89B l(3)07882 0.0122748185 70
Mst89B CG13097 0.012274635 70
Mst89B l(2)k09022 0.012272073 70
Mst89B l(3)72Dn 0.012268416 70
Mst89B CG9799 0.012266039 70
Mst89B CG1671 0.0122627495 70
Mst89B CG7728 0.012256177 70
Mst89B CG5728 0.01225107 70
Mst89B Nop56 0.0122394115 70
Mst89B CG12325 0.012238866 70
nop5 Mst89B 0.012232137 70
CG3610 Mat89Ba 0.011753682 67
CG10317 Mat89Ba 0.011678457 68
Pex23 Mat89Ba 0.011598211 62
Mat89Ba CG14891 0.0115144085 68
CG14879 Mat89Ba 0.01150362 63
CG6040 Mat89Ba 0.011013893 66
CG31287 Mat89Ba 0.010818286 66
Mst33A Mat89Ba 0.008031809 87
CG4836 Mat89Ba 0.007885703 96
